/Users/xavi/Documents/IMG/center_2018_12_10_15_42_04_985.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_04_985.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_04_985.jpg,0.00804228,0,0,25.58454
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_065.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_065.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_065.jpg,0.00804228,0,0,25.37884
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_149.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_149.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_149.jpg,0.006158088,0,0,25.12403
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_216.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_216.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_216.jpg,0.0005055147,0,0,24.97237
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_283.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_283.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_283.jpg,-0.008915441,0,0,24.82158
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_365.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_365.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_365.jpg,-0.02398897,0,0,24.62167
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_448.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_448.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_448.jpg,-0.03717831,0,0,24.37366
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_530.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_530.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_530.jpg,-0.04283088,0,0,24.17697
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_597.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_597.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_597.jpg,-0.04848346,0,0,24.0306
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_681.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_681.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_681.jpg,-0.05225184,0,0,23.83681
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_748.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_748.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_748.jpg,-0.05225184,0,0,23.64472
/Users/xavi/Documents/IMG/center_2018_12_10_15_42_05_831.jpg,/Users/xavi/Documents/IMG/left_2018_12_10_15_42_05_831.jpg,/Users/xavi/Documents/IMG/right_2018_12_10_15_42_05_831.jpg,-0.05225184,0,0,23.45432
